Rooms,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Latitude,Longitude,Propertycount
4,1812500,11.2,3127,4,2,2,715,230,1920,-37.8325,145.111404,5457
2,760000,11.2,3127,2,1,1,681,80,1968,-37.815899,145.091003,5457
4,1300000,11.2,3127,4,2,2,809,198,1950,-37.833698,145.111801,5457
3,1864000,11.2,3127,2,2,1,405,0,0,-37.820301,145.088104,5457
3,2200000,11.2,3127,3,2,4,816,0,0,-37.830399,145.093399,5457
3,1960000,11.2,3127,3,2,2,585,173,1930,-37.8167,145.092407,5457
2,680000,11.2,3127,2,1,1,387,0,0,-37.8269,145.103897,5457
4,1455000,11.2,3127,4,2,1,494,0,0,-37.831699,145.090103,5457
5,2630000,11.2,3127,5,3,2,777,362,1925,-37.828701,145.105392,5457
3,880000,11.2,3127,3,1,2,217,110,1970,-37.828701,145.101395,5457
5,1650000,11.2,3127,5,5,2,693,0,1930,-37.8339,145.093704,5457
3,1755000,11.2,3127,3,2,2,808,159,1970,-37.832001,145.110001,5457
4,1700000,11.2,3127,4,1,1,579,143,1900,-37.822399,145.095901,5457
2,805000,11.2,3127,2,1,2,297,0,0,-37.8255,145.091995,5457
5,1975000,11.2,3127,5,2,2,641,286,2001,-37.8354,145.100098,5457
2,610000,11.2,3127,2,1,1,102,78,1970,-37.8288,145.104797,5457
4,2003000,11.2,3127,4,2,1,383,0,1880,-37.823399,145.0923,5457
2,831000,11.2,3127,2,1,1,982,0,0,-37.820301,145.095505,5457
5,1350000,11.2,3127,3,2,2,677,0,1948,-37.8316,145.104904,5457
2,550000,11.2,3127,2,1,1,174,0,0,-37.829102,145.101501,5457
4,1850000,11.2,3127,5,2,2,612,292,1970,-37.834499,145.100906,5457
4,2050000,11.2,3127,3,2,2,949,293,1910,-37.818802,145.098404,5457
5,2100000,11.2,3127,5,2,2,1025,277,1915,-37.828602,145.109406,5457
3,1150000,11.2,3127,3,2,1,247,145,2005,-37.835999,145.104599,5457
2,823000,11.2,3127,2,1,2,165,0,1970,-37.821999,145.098907,5457
5,2100000,11.2,3127,5,4,3,827,0,0,-37.832298,145.090393,5457
2,770500,11.2,3127,1,2,1,88,92,1997,-37.819,145.088806,5457
4,1250000,11.2,3127,3,2,2,457,0,1930,-37.836102,145.107803,5457
2,600000,11.2,3127,2,1,1,101,105,1975,-37.826302,145.096207,5457
4,2060000,11.2,3127,4,2,2,745,0,0,-37.829899,145.108795,5457
4,1750000,11.2,3127,4,2,3,817,0,0,-37.8312,145.092804,5457
4,1725000,11.2,3127,3,2,2,798,0,0,-37.830799,145.091599,5457
2,620000,11.2,3127,2,1,1,96,0,0,-37.830502,145.0961,5457
2,562500,11.2,3127,2,1,0,0,0,1950,-37.813801,145.087906,5457
4,1850000,11.2,3127,3,2,2,632,0,0,-37.817299,145.100296,5457
4,2125000,11.2,3127,4,2,2,702,239,1927,-37.834499,145.095001,5457
2,656000,11.2,3127,1,1,1,951,76,1970,-37.826099,145.090195,5457
4,1650000,11.2,3127,2,1,0,437,0,1890,-37.828499,145.107895,5457
5,1518000,11.2,3127,5,2,1,632,231,1950,-37.835201,145.102295,5457
3,1560000,11.2,3127,0,2,1,335,209,2013,-37.816502,145.098099,5457
3,1185000,11.2,3127,3,2,2,267,0,2000,-37.8302,145.104599,5457
3,865000,11.2,3127,3,1,1,217,101,1970,-37.827499,145.103195,5457
3,1135000,11.2,3127,3,1,2,414,0,0,-37.836498,145.110001,5457
4,2160000,11.2,3127,4,3,4,1064,236,1969,-37.832401,145.101807,5457
2,899000,11.2,3127,2,1,1,226,0,1980,-37.832699,145.101898,5457
6,2000000,11.2,3127,6,3,4,650,0,1997,-37.826401,145.102905,5457
3,2300000,11.2,3127,3,2,1,735,219,1920,-37.818199,145.095993,5457
2,520000,11.2,3127,2,1,1,0,0,0,-37.813801,145.087906,5457
5,2450000,11.2,3127,5,4,2,1076,0,0,-37.814098,145.093597,5457
2,600000,11.2,3127,2,1,2,124,80,1985,-37.815899,145.090195,5457
3,2180000,11.2,3127,3,1,2,441,128,1910,-37.8204,145.088699,5457
4,2760000,11.2,3127,4,2,4,924,0,1920,-37.816799,145.101105,5457
2,813000,11.2,3127,2,1,2,108,0,0,-37.827599,145.102295,5457
3,1205000,11.2,3127,3,1,2,490,0,0,-37.836102,145.100601,5457
3,1251000,11.2,3127,4,2,1,536,211,1930,-37.830898,145.094604,5457
6,1650000,11.2,3127,4,3,2,713,295,1928,-37.832802,145.104004,5457
2,600000,11.2,3127,2,1,1,163,0,0,-37.829399,145.091293,5457
4,1835000,11.2,3127,4,2,2,619,185,1930,-37.817101,145.093399,5457
2,778500,11.2,3127,2,1,1,170,78,1960,-37.8186,145.089203,5457
4,1751000,11.2,3127,3,1,3,627,0,0,-37.8176,145.094101,5457
2,694000,11.2,3127,3,1,1,0,0,0,-37.817402,145.089294,5457
3,1150000,13.8,3107,4,2,2,649,0,0,-37.764198,145.115707,5420
4,1201000,13.8,3107,4,2,2,657,221,1978,-37.762402,145.117493,5420
4,1165000,13.8,3107,4,2,4,673,170,1972,-37.764702,145.124603,5420
3,1098000,13.8,3107,3,2,1,649,167,0,-37.761501,145.115402,5420
3,742500,13.8,3107,3,1,2,313,128,1980,-37.7556,145.094604,5420
5,1050000,13.8,3107,5,3,2,728,0,0,-37.760101,145.122894,5420
4,1257000,13.8,3107,4,3,2,706,0,0,-37.759701,145.105804,5420
3,1101000,13.8,3107,3,2,2,643,135,1965,-37.760201,145.116592,5420
3,641000,13.8,3107,3,1,2,349,0,0,-37.769402,145.1082,5420
8,1150000,13.8,3107,6,4,3,668,0,0,-37.7733,145.119797,5420
3,1200000,13.8,3107,3,1,2,730,155,1960,-37.759998,145.105392,5420
4,990000,13.8,3107,4,2,2,652,189,1973,-37.757301,145.099396,5420
4,1500000,13.8,3107,4,2,2,420,255,2013,-37.766998,145.119003,5420
3,1290000,13.8,3107,3,1,2,900,125,1960,-37.764,145.109695,5420
4,790000,13.8,3107,4,2,5,671,180,1970,-37.7631,145.110794,5420
5,950000,13.8,3107,5,3,2,700,220,1973,-37.7658,145.123993,5420
4,1421000,13.8,3107,4,2,2,650,260,1980,-37.769402,145.122192,5420
3,1051000,13.8,3107,3,2,1,962,142,1970,-37.7644,145.112,5420
3,1065000,13.8,3107,3,1,2,664,0,0,-37.763699,145.111694,5420
4,1120000,13.8,3107,4,2,2,636,0,0,-37.772999,145.107407,5420
5,1710000,13.8,3107,5,2,2,666,355,1980,-37.769199,145.125305,5420
4,1280000,13.8,3107,4,2,2,681,158,1970,-37.764599,145.116699,5420
5,750000,13.8,3107,5,3,4,800,335,2006,-37.7696,145.107803,5420
4,1000000,13.8,3107,4,3,2,728,164,1970,-37.768002,145.102707,5420
2,678000,13.8,3107,2,1,1,340,90,1980,-37.756401,145.119507,5420
3,1010000,13.8,3107,3,2,2,751,175,1968,-37.77,145.102493,5420
4,1325000,13.8,3107,4,3,2,740,0,0,-37.7728,145.127106,5420
3,1210000,13.8,3107,3,1,1,794,134,1960,-37.756901,145.117905,5420
3,766000,13.8,3107,3,1,1,226,0,0,-37.756699,145.120895,5420
3,982000,13.8,3107,4,2,2,652,0,0,-37.762901,145.115707,5420
4,945000,13.8,3107,4,2,2,675,181,1985,-37.764,145.114502,5420
3,725000,13.8,3107,3,1,1,465,105,1975,-37.754902,145.1185,5420
4,975000,13.8,3107,4,2,2,953,0,0,-37.762501,145.125595,5420
3,1211000,13.8,3107,3,2,2,875,123,1970,-37.766998,145.109695,5420
4,1100000,13.8,3107,4,2,4,654,199,1970,-37.763901,145.114502,5420
3,1155000,13.8,3107,3,1,1,770,0,0,-37.77,145.108902,5420
4,920000,13.8,3107,4,2,2,678,0,1980,-37.761299,145.104706,5420
3,940000,13.8,3107,3,1,1,661,0,0,-37.761101,145.116806,5420
3,1053000,13.8,3107,3,1,1,726,0,1960,-37.765598,145.1017,5420
3,1002000,13.8,3107,3,1,2,799,174,1960,-37.769798,145.102798,5420
3,755000,13.8,3107,3,1,2,265,0,1980,-37.7705,145.115204,5420
4,1209000,13.8,3107,4,2,2,770,160,1965,-37.7617,145.106506,5420
5,2080000,13.8,3107,5,4,2,646,360,2016,-37.762501,145.104294,5420
3,1050000,13.8,3107,3,1,2,727,0,1960,-37.764702,145.105103,5420
4,1118000,13.8,3107,4,2,2,705,195,1970,-37.759499,145.117599,5420
4,1070000,13.8,3107,4,2,2,637,0,0,-37.768299,145.118805,5420
4,903000,13.8,3107,4,1,2,618,22,1960,-37.756401,145.104294,5420
3,1220000,13.8,3107,3,1,2,720,133,1960,-37.7668,145.108597,5420
4,1222000,13.8,3107,4,2,4,732,0,0,-37.770401,145.124695,5420
3,2025000,13.8,3107,3,1,2,796,0,0,-37.772598,145.114899,5420
4,1650000,13.8,3107,4,2,2,673,280,2005,-37.764702,145.118607,5420
4,1182500,13.8,3107,4,2,2,650,150,1975,-37.776402,145.121597,5420
4,1020000,13.8,3107,4,2,2,652,145,1965,-37.755699,145.095703,5420
3,838000,13.8,3107,3,2,1,467,180,0,-37.769901,145.108093,5420
3,650000,13.8,3107,3,1,2,327,120,1975,-37.770901,145.110397,5420
4,870000,13.8,3107,4,1,2,826,0,1960,-37.762901,145.112,5420
3,1509000,13.8,3107,3,2,2,812,158,1960,-37.7714,145.114105,5420
4,1358500,13.8,3107,4,2,2,742,0,0,-37.7701,145.113098,5420
3,510000,6.5,3071,3,1,1,0,0,0,-37.759102,145.021103,8870
2,470000,6.5,3071,2,1,1,0,0,1970,-37.7561,145.006699,8870
2,435000,6.5,3071,2,1,1,1054,0,0,-37.762199,144.9953,8870
1,517500,6.5,3071,1,1,0,0,53,1910,-37.762001,144.996002,8870
1,370000,6.5,3071,1,1,1,0,62,1999,-37.763401,145.020996,8870
2,805000,6.5,3071,2,1,2,164,95,2009,-37.753601,144.982498,8870
4,1428888,6.5,3071,4,2,1,470,153,1930,-37.760101,145.012207,8870
2,940000,6.5,3071,2,1,1,372,110,1950,-37.7631,145.009094,8870
1,270000,6.5,3071,1,1,1,0,33,1970,-37.758099,144.9944,8870
3,865000,6.5,3071,3,2,2,158,0,0,-37.758598,145.0056,8870
2,700000,6.5,3071,2,1,1,139,0,0,-37.753601,144.992096,8870
3,910000,6.5,3071,3,2,1,0,0,0,-37.7551,145.010803,8870
3,1135000,6.5,3071,3,1,1,294,0,0,-37.758499,145.004196,8870
1,260000,6.5,3071,1,1,1,0,0,1970,-37.757401,144.990707,8870
2,505000,6.5,3071,2,1,1,0,0,0,-37.760799,145.005905,8870
1,365000,6.5,3071,1,1,1,0,40,1970,-37.754398,145.009201,8870
3,1430000,6.5,3071,3,1,3,705,0,0,-37.761101,145.014206,8870
2,525500,6.5,3071,2,1,1,724,72,1975,-37.756401,145.002594,8870
3,1210000,6.5,3071,3,2,2,398,0,0,-37.763,145.019806,8870
2,944000,6.5,3071,2,1,1,185,78,1900,-37.763,145.002502,8870
2,970000,6.5,3071,2,1,3,491,0,0,-37.763302,145.016907,8870
3,887000,6.5,3071,3,2,2,540,129,1935,-37.755402,145.021103,8870
1,277500,6.5,3071,1,1,1,0,0,0,-37.7542,145.009796,8870
3,701000,6.5,3071,3,3,2,273,71,1958,-37.758301,145.017395,8870
2,740000,6.5,3071,3,1,2,467,0,0,-37.760601,145.024094,8870
2,1110000,6.5,3071,2,1,0,288,105,1925,-37.756401,144.997101,8870
4,795000,6.5,3071,4,2,1,402,0,0,-37.7584,145.021393,8870
1,332000,6.5,3071,1,1,1,612,48,1975,-37.7603,145.016495,8870
3,1265000,6.5,3071,3,2,2,397,97,1920,-37.751499,144.985703,8870
2,1085000,6.5,3071,2,1,2,303,102,1930,-37.756901,144.991394,8870
3,898000,6.5,3071,3,2,2,210,108,2010,-37.7551,144.999298,8870
3,1235000,6.5,3071,3,3,1,288,133,1920,-37.758301,145.002502,8870
3,910500,6.5,3071,3,2,2,157,144,2010,-37.758999,144.988007,8870
3,995000,6.5,3071,2,1,1,327,96,1920,-37.757401,144.985397,8870
2,760000,6.5,3071,2,1,0,0,75,1900,-37.759499,145.006104,8870
2,505000,6.5,3071,2,1,0,0,80,1980,-37.759102,145.021103,8870
3,1400000,6.5,3071,2,2,1,417,159,1920,-37.759499,145.001694,8870
3,1200000,6.5,3071,3,2,2,430,0,0,-37.751999,144.985199,8870
3,920000,6.5,3071,2,1,2,410,0,0,-37.760399,144.987701,8870
3,1110000,6.5,3071,3,1,1,562,156,1950,-37.760201,144.987793,8870
3,1200000,6.5,3071,3,2,1,345,345,1905,-37.758202,145.009399,8870
2,560000,6.5,3071,2,1,2,0,0,0,-37.759102,145.020798,8870
2,450000,6.5,3071,2,1,1,0,52,1970,-37.752602,145.002304,8870
3,1190000,6.5,3071,3,1,0,0,0,0,-37.753899,144.988998,8870
3,1020000,6.5,3071,3,1,1,366,0,0,-37.752399,144.991196,8870
3,1245000,6.5,3071,3,1,1,409,0,0,-37.763302,145.008698,8870
2,350000,6.5,3071,2,1,1,0,0,1960,-37.7542,145.009995,8870
2,571750,6.5,3071,2,1,1,0,0,2012,-37.758801,145.017899,8870
2,874000,6.5,3071,2,1,2,333,2,1985,-37.764198,145.019196,8870
3,1427000,6.5,3071,3,1,1,275,127,1920,-37.759201,145.010498,8870
1,295000,6.5,3071,1,1,1,0,0,0,-37.755699,144.999298,8870
1,383000,6.5,3071,1,1,1,0,44,1965,-37.753899,145.007507,8870
2,1164000,6.5,3071,2,2,0,206,0,0,-37.757599,145.003204,8870
1,315000,6.5,3071,1,1,1,0,0,1970,-37.756599,144.989304,8870
1,245000,6.5,3071,1,1,1,0,0,0,-37.758099,144.9944,8870
3,1290000,6.5,3071,3,1,2,435,138,1920,-37.7607,145.010498,8870
2,605000,6.5,3071,2,1,1,133,83,0,-37.764099,145.010406,8870
2,450000,6.5,3071,2,1,1,335,59,1960,-37.751598,144.987106,8870
2,900000,6.5,3071,2,1,1,497,0,0,-37.758499,145.022598,8870
3,1620000,6.5,3071,3,2,2,477,0,0,-37.7612,145.004501,8870
2,438000,6.5,3071,2,1,1,0,66,1970,-37.754101,145.008804,8870
2,1143000,6.5,3071,2,1,2,431,0,0,-37.7598,145.008804,8870
2,925000,6.5,3071,2,1,1,258,157,0,-37.7584,144.997101,8870
3,1250000,6.5,3071,3,2,3,297,234,2013,-37.7617,145.011703,8870
3,1070000,6.5,3071,3,2,2,158,140,2007,-37.758801,144.988098,8870
2,371000,6.5,3071,2,1,1,0,0,1960,-37.7542,145.009995,8870
3,1570000,6.5,3071,4,2,1,377,377,1920,-37.757801,145.007599,8870
2,486000,6.5,3071,2,1,1,0,66,1960,-37.761002,145.005493,8870
3,1100000,6.5,3071,3,2,2,7330,0,2011,-37.761398,145.011795,8870
2,1211000,6.5,3071,2,1,0,302,97,1915,-37.754902,145.003494,8870
2,466000,6.5,3071,2,1,1,909,0,0,-37.763302,145.0103,8870
3,1280000,6.5,3071,3,1,1,253,130,1910,-37.756599,144.996506,8870
4,1478000,6.5,3071,4,2,0,387,152,1900,-37.756901,145.004105,8870
3,1280000,6.5,3071,3,2,2,349,0,0,-37.7584,145.011505,8870
3,1913000,6.5,3071,3,2,2,611,212,1930,-37.7575,144.996796,8870
3,1272000,6.5,3071,3,1,0,297,0,1920,-37.760899,145.001602,8870
2,972000,6.5,3071,2,1,0,229,0,0,-37.761101,145.0009,8870
4,928500,6.5,3071,4,2,2,538,150,1960,-37.759499,145.024094,8870
2,432500,6.5,3071,2,1,1,748,56,1965,-37.758701,145.006393,8870
1,330000,6.5,3071,1,1,1,0,40,1970,-37.754398,145.009201,8870
3,1200000,6.5,3071,3,2,2,349,0,0,-37.7584,145.011505,8870
2,510000,6.5,3071,2,1,1,0,0,0,-37.763401,145.020996,8870
3,1370000,6.5,3071,3,2,3,417,153,1930,-37.760201,145.008408,8870
1,303500,6.5,3071,1,1,1,0,41,1970,-37.7542,145.009995,8870
3,1160000,6.5,3071,3,2,2,644,149,2001,-37.760399,145.020996,8870
2,601000,6.5,3071,2,1,1,82,0,0,-37.7556,145.006195,8870
3,1430000,6.5,3071,3,2,2,365,0,0,-37.752899,144.990204,8870
3,1380000,6.5,3071,3,2,1,359,128,1920,-37.7565,144.990601,8870
3,1200000,6.5,3071,3,2,1,332,0,0,-37.756901,144.986099,8870
3,1435000,4.6,3142,3,1,0,889,135,1943,-37.832802,145.0065,7217
4,5500000,4.6,3142,4,3,2,691,374,2000,-37.843102,145.020996,7217
1,546000,4.6,3142,1,1,1,1677,0,0,-37.838402,145.017807,7217
3,1635000,4.6,3142,3,1,2,386,0,0,-37.843498,145.004303,7217
2,876000,4.6,3142,2,1,1,649,0,1935,-37.848598,145.007996,7217
2,620000,4.6,3142,2,1,1,1119,0,2008,-37.8498,145.017303,7217
4,5500000,4.6,3142,4,4,5,877,332,1923,-37.8447,145.013397,7217
2,1300000,4.6,3142,2,1,0,338,0,0,-37.8475,145.008606,7217
3,1689000,4.6,3142,3,1,0,222,118,1920,-37.844799,145.005493,7217
2,517500,4.6,3142,2,1,1,0,0,0,-37.8424,145.018402,7217
3,1100000,4.6,3142,3,2,1,0,126,1935,-37.842899,145.022705,7217
1,430000,4.6,3142,2,1,1,0,0,1970,-37.847301,145.005295,7217
2,701500,4.6,3142,2,1,1,0,0,1951,-37.838402,145.017807,7217
2,925000,4.6,3142,2,2,2,0,109,1970,-37.837101,145.006607,7217
2,450000,4.6,3142,2,1,1,0,62,1970,-37.847401,145.007797,7217
1,349000,4.6,3142,1,1,1,0,38,1958,-37.836899,145.007706,7217
2,838000,4.6,3142,2,1,1,0,0,0,-37.836601,145.011398,7217
2,380000,4.6,3142,2,1,1,0,0,0,-37.850101,145.019897,7217
1,462800,4.6,3142,1,1,1,0,0,1970,-37.839199,145.007996,7217
2,1450000,4.6,3142,2,2,2,0,0,0,-37.8414,145.013702,7217
4,4000000,4.6,3142,3,2,2,632,0,0,-37.833801,145.008606,7217
3,1635000,4.6,3142,3,1,0,1099,0,0,-37.8438,145.030304,7217
3,2400000,4.6,3142,3,3,2,425,0,1998,-37.849201,145.016296,7217
1,345000,4.6,3142,1,1,1,0,0,0,-37.850101,145.019897,7217
3,2650000,4.6,3142,3,3,2,0,291,2000,-37.8428,145.017105,7217
3,2820000,4.6,3142,3,2,2,600,205,1967,-37.833199,145.011703,7217
2,810000,4.6,3142,2,2,2,0,94,1980,-37.841999,145.004593,7217
3,2840000,4.6,3142,3,2,4,1317,228,2000,-37.838001,145.005402,7217
3,2700000,4.6,3142,3,2,2,294,220,2010,-37.8503,145.029205,7217
1,515501,4.6,3142,1,1,1,0,0,1970,-37.837299,145.011597,7217
1,611000,4.6,3142,1,1,1,0,0,0,-37.8428,145.008102,7217
4,4000000,4.6,3142,4,4,4,324,60,0,-37.843899,145.009293,7217
1,405000,4.6,3142,1,1,1,0,0,0,-37.844002,145.005005,7217
3,6250000,4.6,3142,3,3,2,564,342,2000,-37.848598,145.024399,7217
4,4500000,4.6,3142,4,3,2,732,367,1980,-37.8349,145.009995,7217
4,2025000,4.6,3142,4,2,2,237,0,0,-37.8507,145.0298,7217
1,541000,4.6,3142,1,1,1,0,57,1970,-37.837299,145.011597,7217
3,1550000,4.6,3142,3,2,2,117,214,2000,-37.834301,145.0112,7217
3,2205000,4.6,3142,4,2,2,0,185,2014,-37.8512,145.028198,7217
2,1100000,4.6,3142,3,2,2,0,0,0,-37.8414,145.013702,7217
2,490000,4.6,3142,2,1,1,0,0,1970,-37.847401,145.007797,7217
3,1300000,4.6,3142,3,1,1,266,0,0,-37.8493,145.013397,7217
3,2050000,4.6,3142,3,2,2,339,0,0,-37.842499,145.025208,7217
5,2170000,4.6,3142,3,1,0,333,0,0,-37.847401,145.006302,7217
3,950000,4.6,3142,3,1,1,57,107,1960,-37.837101,145.011993,7217
2,531000,4.6,3142,2,1,1,0,0,0,-37.8424,145.018402,7217
2,575000,4.6,3142,2,1,1,0,0,2008,-37.8498,145.017303,7217
1,366000,4.6,3142,1,1,1,0,35,1967,-37.846401,145.007401,7217
4,2620000,4.6,3142,4,2,2,516,286,1925,-37.839802,145.030502,7217
3,1900000,4.6,3142,3,2,1,268,139,1900,-37.836899,145.007202,7217
2,1210000,4.6,3142,2,2,2,101,0,0,-37.8367,145.007599,7217
4,4000000,4.6,3142,4,2,2,684,331,1963,-37.848499,145.016907,7217
2,540000,4.6,3142,2,1,1,0,0,0,-37.843201,145.020599,7217
2,857000,4.6,3142,2,0,0,0,0,0,-37.845798,145.022095,7217
3,4200000,4.6,3142,4,4,2,565,331,2005,-37.844799,145.012299,7217
2,3260000,4.6,3142,2,2,2,334,0,0,-37.836102,145.022995,7217
2,1900000,4.6,3142,2,2,0,218,0,0,-37.847,145.006393,7217
2,690000,4.6,3142,2,1,1,0,83,1960,-37.841599,145.031296,7217
2,2100000,4.6,3142,2,2,3,457,0,0,-37.846401,145.014206,7217
1,460000,4.6,3142,1,1,1,0,7,0,-37.837299,145.011597,7217
2,1400000,4.6,3142,2,2,2,2927,0,0,-37.8414,145.013702,7217
2,511000,4.6,3142,2,1,2,0,68,1970,-37.8424,145.018402,7217
2,645000,4.6,3142,2,1,1,0,0,0,-37.8428,145.021606,7217
3,910000,4.6,3142,3,2,2,0,136,1980,-37.841999,145.004593,7217
3,2250000,4.6,3142,3,3,2,575,205,1930,-37.837502,145.009201,7217
2,525000,4.6,3142,2,1,1,0,82,1950,-37.8424,145.018402,7217
3,3270000,4.6,3142,3,2,1,363,215,1935,-37.844501,145.018204,7217
2,866000,4.6,3142,2,0,0,0,0,0,-37.845798,145.022095,7217
3,1170000,4.6,3142,3,1,1,405,0,0,-37.8475,145.007996,7217
2,920000,4.6,3142,2,1,1,0,0,1930,-37.842701,145.0242,7217
4,910000,13.8,3084,4,2,2,626,0,0,-37.735001,145.092102,2698
3,960000,13.8,3084,4,2,2,656,183,1990,-37.732201,145.099503,2698
2,556000,13.8,3084,2,1,1,195,0,1995,-37.740501,145.087601,2698
4,1010000,13.8,3084,4,3,2,669,163,1960,-37.741901,145.082993,2698
3,880000,13.8,3084,3,2,4,704,167,1970,-37.7327,145.091293,2698
4,920250,13.8,3084,4,2,2,558,0,0,-37.7328,145.091599,2698
4,1080000,13.8,3084,4,1,2,676,0,0,-37.738899,145.086105,2698
3,770000,13.8,3084,3,2,2,577,135,1970,-37.737598,145.089493,2698
4,730000,13.8,3084,4,1,1,865,172,1960,-37.729698,145.094604,2698
3,820000,13.8,3084,3,2,2,555,0,0,-37.732399,145.086197,2698
4,1102500,13.8,3084,4,2,1,659,189,0,-37.737301,145.084702,2698
4,1005000,13.8,3084,4,2,1,696,183,1950,-37.739498,145.087494,2698
2,555000,13.8,3084,2,1,2,197,90,1980,-37.7393,145.080597,2698
2,546000,13.8,3084,2,1,1,177,100,1975,-37.7388,145.080994,2698
3,765000,13.8,3084,3,1,2,608,138,1975,-37.739601,145.088501,2698
3,920000,13.8,3084,3,2,2,834,143,1975,-37.739601,145.088394,2698
5,895000,13.8,3084,5,3,2,648,0,0,-37.7346,145.093002,2698
3,775000,13.8,3084,5,3,2,586,0,0,-37.740501,145.088593,2698
3,440000,13.8,3084,3,1,1,416,0,0,-37.732101,145.082794,2698
4,1042500,13.8,3084,4,2,2,648,0,0,-37.736301,145.085098,2698
5,1025000,13.8,3084,5,3,2,531,233,1978,-37.737801,145.095505,2698
4,940000,13.8,3084,4,3,2,574,0,0,-37.731899,145.090698,2698
4,895000,13.8,3084,4,2,2,700,18,1980,-37.732601,145.088104,2698
3,820000,13.8,3084,3,2,2,628,177,1960,-37.7314,145.094101,2698
3,870000,13.8,3084,3,1,2,698,137,1960,-37.734299,145.083694,2698
4,1085000,13.8,3084,4,3,2,599,0,0,-37.7397,145.093399,2698
3,915000,13.8,3084,3,2,2,769,0,0,-37.729801,145.094696,2698
4,1050000,13.8,3084,4,2,2,660,202,1977,-37.737499,145.091705,2698
3,660000,14.9,3087,3,1,0,583,124,1970,-37.713699,145.077805,2329
3,581000,14.9,3087,3,2,2,567,100,1970,-37.714802,145.085098,2329
3,1000000,14.9,3087,3,2,2,739,0,0,-37.7104,145.081696,2329
3,785000,14.9,3087,3,1,2,0,0,0,-37.711399,145.088501,2329
3,600000,14.9,3087,3,1,1,605,129,1970,-37.716599,145.083694,2329
3,690000,14.9,3087,3,2,1,308,129,2015,-37.707802,145.080704,2329
3,582000,14.9,3087,3,1,0,302,90,1950,-37.716301,145.076797,2329
3,740000,14.9,3087,3,1,1,591,104,1960,-37.713501,145.078293,2329
3,671000,14.9,3087,3,2,2,280,163,2002,-37.715302,145.085403,2329
3,741000,14.9,3087,3,1,1,671,103,1960,-37.707199,145.085495,2329
4,706000,14.9,3087,4,1,2,581,0,0,-37.7094,145.087708,2329
3,725000,14.9,3087,3,1,1,545,0,0,-37.708801,145.089294,2329
3,808000,14.9,3087,3,2,2,265,260,0,-37.710098,145.078506,2329
3,711000,14.9,3087,3,1,2,658,0,0,-37.714699,145.075195,2329
3,537000,14.9,3087,3,1,2,327,95,1960,-37.712502,145.076797,2329
3,1040000,14.9,3087,3,2,1,903,131,1950,-37.7085,145.082397,2329
4,1171000,14.9,3087,3,3,2,670,325,2010,-37.7122,145.076508,2329
2,662000,14.9,3087,2,1,2,605,114,1960,-37.7118,145.087997,2329
3,800000,14.9,3087,4,2,2,595,0,2000,-37.702301,145.077499,2329
3,922000,14.9,3087,3,1,2,798,153,1960,-37.711201,145.086899,2329
2,485000,14.9,3087,2,1,1,184,0,0,-37.714298,145.078094,2329
3,860500,14.9,3087,3,2,0,767,147,1960,-37.708401,145.078796,2329
3,702000,14.9,3087,3,1,1,604,97,1970,-37.711498,145.087997,2329
3,627500,14.9,3087,3,1,1,319,96,2000,-37.716499,145.075897,2329
3,632000,14.9,3087,3,1,2,650,0,0,-37.710999,145.085403,2329
3,601000,14.9,3087,3,1,1,653,0,0,-37.716301,145.087006,2329
3,549000,14.9,3087,3,1,1,0,89,1980,-37.7141,145.075394,2329
2,342500,14.9,3087,2,1,1,0,0,0,-37.716702,145.080704,2329
2,701000,14.9,3087,4,1,2,762,98,1970,-37.711201,145.086105,2329
3,645000,14.9,3087,3,1,1,355,111,1966,-37.706501,145.082504,2329
3,838000,14.9,3087,3,1,2,828,0,0,-37.716099,145.080399,2329
3,1010000,1.9,3003,3,3,2,0,132,1940,-37.804798,144.942398,2230
3,650000,1.9,3003,3,2,1,0,0,0,-37.811699,144.951797,2230
3,1260000,1.9,3003,2,3,2,506,195,2000,-37.805,144.944794,2230
1,460000,1.9,3003,1,1,1,0,52,2000,-37.807598,144.945602,2230
3,2370000,1.9,3003,3,3,2,265,280,1880,-37.807301,144.948105,2230
2,800000,1.9,3003,2,2,2,54,89,2006,-37.809399,144.947906,2230
1,550000,1.9,3003,1,1,1,0,207,1930,-37.807598,144.945602,2230
3,660000,1.9,3003,3,2,1,0,100,1998,-37.811798,144.952606,2230
2,1055000,1.9,3003,2,1,1,0,154,2009,-37.809399,144.945206,2230
3,995000,1.9,3003,3,1,1,0,153,1940,-37.807598,144.947403,2230
3,1130000,1.9,3003,3,2,2,116,0,2002,-37.8102,144.951508,2230
1,443000,1.9,3003,1,1,1,547,58,1900,-37.806,144.942001,2230
3,1120000,1.9,3003,3,3,1,801,122,2008,-37.806702,144.943497,2230
1,482000,1.9,3003,1,1,1,0,62,1930,-37.807598,144.945602,2230
2,620000,1.9,3003,2,1,1,0,83,2002,-37.809101,144.951996,2230
4,2100000,1.9,3003,4,1,0,440,0,0,-37.805599,144.946304,2230
3,601000,1.9,3003,2,1,1,0,81,1996,-37.811798,144.952606,2230
4,1325000,8,3016,3,2,1,452,0,0,-37.855,144.890503,6380
4,1400000,8,3016,4,2,1,320,160,1950,-37.861301,144.898804,6380
