distance,postcode,bedroom,bathroom,car,landsize,building area,year built
11.200000,3127,4,2,2,867,218,1950
11.200000,3127,4,2,2,715,230,1920
11.200000,3127,2,1,1,681,80,1968
11.200000,3127,4,2,2,809,198,1950
11.200000,3127,2,2,1,405,96,1980
11.200000,3127,3,2,4,816,145,2005
11.200000,3127,3,2,2,585,173,1930
11.200000,3127,2,1,1,387,0,1980
11.200000,3127,4,2,1,494,0,1880
11.200000,3127,5,3,2,777,362,1925
11.200000,3127,3,1,2,217,110,1970
11.200000,3127,5,5,2,693,286,1930
11.200000,3127,3,2,2,808,159,1970
11.200000,3127,4,1,1,579,143,1900
11.200000,3127,2,1,2,297,0,0
11.200000,3127,5,2,2,641,286,2001
11.200000,3127,2,1,1,102,78,1970
11.200000,3127,4,2,1,383,211,1880
11.200000,3127,2,1,1,982,78,1970
11.200000,3127,3,2,2,677,195,1948
11.200000,3127,2,1,1,174,0,0
11.200000,3127,5,2,2,612,292,1970
11.200000,3127,3,2,2,949,293,1910
11.200000,3127,5,2,2,1025,277,1915
11.200000,3127,3,2,1,247,145,2005
11.200000,3127,2,1,2,165,80,1970
11.200000,3127,5,4,3,827,0,0
11.200000,3127,1,2,1,88,92,1997
11.200000,3127,3,2,2,457,0,1930
11.200000,3127,2,1,1,101,105,1975
11.200000,3127,4,2,2,745,264,2014
11.200000,3127,4,2,3,817,272,1920
11.200000,3127,3,2,2,798,0,0
11.200000,3127,2,1,1,96,0,0
11.200000,3127,2,1,1,0,76,1950
11.200000,3127,3,2,2,632,195,2013
11.200000,3127,4,2,2,702,239,1927
11.200000,3127,1,1,1,951,76,1970
11.200000,3127,2,1,0,437,124,1890
11.200000,3127,5,2,1,632,231,1950
11.200000,3127,4,2,1,335,209,2013
11.200000,3127,3,2,2,267,195,2000
11.200000,3127,3,1,1,217,101,1970
11.200000,3127,3,1,2,414,0,0
11.200000,3127,4,3,4,1064,236,1969
11.200000,3127,2,1,1,226,0,1980
11.200000,3127,6,3,4,650,312,1997
11.200000,3127,3,2,1,735,219,1920
11.200000,3127,2,1,1,0,76,1970
11.200000,3127,5,4,2,1076,292,1970
11.200000,3127,2,1,2,124,80,1985
11.200000,3127,3,1,2,441,128,1910
11.200000,3127,4,2,4,924,209,1920
11.200000,3127,2,1,2,108,80,1985
11.200000,3127,3,1,2,490,0,0
11.200000,3127,4,2,1,536,211,1930
11.200000,3127,4,3,2,713,295,1928
11.200000,3127,2,1,1,163,0,0
11.200000,3127,4,2,2,619,185,1930
11.200000,3127,2,1,1,170,78,1960
11.200000,3127,3,1,3,627,114,1960
11.200000,3127,3,1,1,217,101,1970
13.800000,3107,4,2,2,649,160,1965
13.800000,3107,4,2,2,657,221,1978
13.800000,3107,4,2,4,673,170,1972
13.800000,3107,3,2,1,649,167,0
13.800000,3107,3,1,2,313,128,1980
13.800000,3107,5,3,2,728,164,1970
13.800000,3107,4,3,2,706,164,1970
13.800000,3107,3,2,2,643,135,1965
13.800000,3107,3,1,2,349,155,1960
13.800000,3107,6,4,3,668,0,0
13.800000,3107,3,1,2,730,155,1960
13.800000,3107,4,2,2,652,189,1973
13.800000,3107,4,2,2,420,255,2013
13.800000,3107,3,1,2,900,125,1960
13.800000,3107,4,2,5,671,180,1970
13.800000,3107,5,3,2,700,220,1973
13.800000,3107,4,2,2,650,260,1980
13.800000,3107,3,2,1,962,142,1970
13.800000,3107,3,1,2,664,0,1960
13.800000,3107,4,2,2,636,0,0
13.800000,3107,5,2,2,666,355,1980
13.800000,3107,4,2,2,681,158,1970
13.800000,3107,5,3,4,800,335,2006
13.800000,3107,4,3,2,728,164,1970
13.800000,3107,2,1,1,340,90,1980
13.800000,3107,3,2,2,751,175,1968
13.800000,3107,4,3,2,740,164,1970
13.800000,3107,3,1,1,794,134,1960
13.800000,3107,3,1,1,226,0,0
13.800000,3107,4,2,2,652,189,1973
13.800000,3107,4,2,2,675,181,1985
13.800000,3107,3,1,1,465,105,1975
13.800000,3107,4,2,2,953,255,2013
13.800000,3107,3,2,2,875,123,1970
13.800000,3107,4,2,4,654,199,1970
13.800000,3107,3,1,1,770,0,0
13.800000,3107,4,2,2,678,260,1980
13.800000,3107,3,1,1,661,0,0
13.800000,3107,3,1,1,726,134,1960
13.800000,3107,3,1,2,799,174,1960
13.800000,3107,3,1,2,265,128,1980
13.800000,3107,4,2,2,770,160,1965
13.800000,3107,5,4,2,646,360,2016
13.800000,3107,3,1,2,727,120,1960
13.800000,3107,4,2,2,705,195,1970
13.800000,3107,4,2,2,637,189,1973
13.800000,3107,4,1,2,618,22,1960
13.800000,3107,3,1,2,720,133,1960
13.800000,3107,4,2,4,732,199,1970
13.800000,3107,3,1,2,796,0,0
13.800000,3107,4,2,2,673,280,2005
13.800000,3107,4,2,2,650,150,1975
13.800000,3107,4,2,2,652,145,1965
13.800000,3107,3,2,1,467,180,0
13.800000,3107,3,1,2,327,120,1975
13.800000,3107,4,1,2,826,22,1960
13.800000,3107,3,2,2,812,158,1960
13.800000,3107,4,2,2,742,255,2013
6.500000,3071,3,1,1,409,0,0
6.500000,3071,2,1,1,0,87,1970
6.500000,3071,2,1,1,1054,78,1900
6.500000,3071,1,1,1,0,53,1910
6.500000,3071,1,1,1,0,62,1999
6.500000,3071,2,1,2,164,95,2009
6.500000,3071,4,2,1,470,153,1930
6.500000,3071,2,1,1,372,110,1950
6.500000,3071,1,1,1,0,33,1970
6.500000,3071,3,2,2,158,140,2007
6.500000,3071,2,1,1,139,0,1960
6.500000,3071,3,2,1,0,166,2001
6.500000,3071,3,1,1,294,0,0
6.500000,3071,1,1,1,0,41,1970
6.500000,3071,2,1,1,0,66,1970
6.500000,3071,1,1,1,0,40,1970
6.500000,3071,3,1,3,705,0,0
6.500000,3071,2,1,1,724,72,1975
6.500000,3071,3,2,2,398,149,2001
6.500000,3071,2,1,1,185,78,1900
6.500000,3071,2,1,3,491,59,1960
6.500000,3071,3,2,2,540,129,1935
6.500000,3071,1,1,1,0,0,1970
6.500000,3071,3,3,2,273,71,1958
6.500000,3071,3,1,2,467,115,1950
6.500000,3071,2,1,0,288,105,1925
6.500000,3071,4,2,1,402,377,1920
6.500000,3071,1,1,1,612,48,1975
6.500000,3071,3,2,2,397,97,1920
6.500000,3071,2,1,2,303,102,1930
6.500000,3071,3,2,2,210,108,2010
6.500000,3071,3,3,1,288,133,1920
6.500000,3071,3,2,2,157,144,2010
6.500000,3071,2,1,1,327,96,1920
6.500000,3071,2,1,0,0,75,1900
6.500000,3071,2,1,1,0,80,1980
6.500000,3071,2,2,1,417,159,1920
6.500000,3071,3,2,2,430,144,2010
6.500000,3071,2,1,2,410,102,1930
6.500000,3071,3,1,1,562,156,1950
6.500000,3071,3,2,1,345,345,1905
6.500000,3071,2,1,2,0,0,2012
6.500000,3071,2,1,1,0,52,1970
6.500000,3071,3,1,0,0,75,1900
6.500000,3071,3,1,1,366,130,1910
6.500000,3071,3,1,1,409,0,0
6.500000,3071,2,1,1,0,52,1960
6.500000,3071,2,1,1,0,0,2012
6.500000,3071,2,1,2,333,2,1985
6.500000,3071,3,1,1,275,127,1920
6.500000,3071,1,1,1,0,33,1970
6.500000,3071,1,1,1,0,44,1965
6.500000,3071,2,2,0,206,0,0
6.500000,3071,1,1,1,0,62,1970
6.500000,3071,1,1,1,0,62,1970
6.500000,3071,3,1,2,435,138,1920
6.500000,3071,2,1,1,133,83,1995
6.500000,3071,2,1,1,335,59,1960
6.500000,3071,2,1,1,497,72,1975
6.500000,3071,3,2,2,477,149,2001
6.500000,3071,2,1,1,0,66,1970
6.500000,3071,2,1,2,431,95,2009
6.500000,3071,2,1,1,258,157,1970
6.500000,3071,3,2,3,297,234,2013
6.500000,3071,3,2,2,158,140,2007
6.500000,3071,2,1,1,0,52,1960
6.500000,3071,4,2,1,377,377,1920
6.500000,3071,2,1,1,0,66,1960
6.500000,3071,3,2,2,7330,97,2011
6.500000,3071,2,1,0,302,97,1915
6.500000,3071,2,1,1,909,78,1900
6.500000,3071,3,1,1,253,130,1910
6.500000,3071,4,2,1,387,152,1900
6.500000,3071,3,2,2,349,130,1918
6.500000,3071,3,2,2,611,212,1930
6.500000,3071,3,1,1,297,132,1920
6.500000,3071,2,1,0,229,75,1900
6.500000,3071,4,2,2,538,150,1960
6.500000,3071,2,1,1,748,56,1965
6.500000,3071,1,1,1,0,40,1970
6.500000,3071,3,2,2,349,130,1918
6.500000,3071,2,1,1,0,52,1960
6.500000,3071,3,2,3,417,153,1930
6.500000,3071,1,1,1,0,41,1970
6.500000,3071,3,2,2,644,149,2001
6.500000,3071,2,1,1,82,59,1960
6.500000,3071,3,2,2,365,140,2007
6.500000,3071,3,2,1,359,128,1920
6.500000,3071,3,2,1,332,128,1920
4.600000,3142,3,1,0,889,135,1943
4.600000,3142,4,3,2,691,374,2000
4.600000,3142,1,1,1,1677,35,1967
4.600000,3142,3,1,2,386,0,1980
4.600000,3142,2,1,1,649,0,1935
4.600000,3142,2,1,1,1119,0,2008
4.600000,3142,4,4,5,877,332,1923
4.600000,3142,2,1,0,338,0,0
4.600000,3142,3,1,0,222,118,1920
4.600000,3142,2,1,1,0,0,1970
4.600000,3142,3,2,1,363,126,1935
4.600000,3142,2,1,1,0,0,1970
4.600000,3142,2,1,1,0,83,1951
4.600000,3142,2,2,2,0,109,1970
4.600000,3142,2,1,1,0,62,1970
4.600000,3142,1,1,1,0,38,1958
4.600000,3142,2,1,1,0,0,1970
4.600000,3142,2,1,1,0,0,0
4.600000,3142,1,1,1,0,0,1970
4.600000,3142,2,2,2,0,109,1970
4.600000,3142,3,2,2,632,0,0
4.600000,3142,3,1,0,1099,118,1920
4.600000,3142,3,3,2,425,342,1998
4.600000,3142,1,1,1,0,0,0
4.600000,3142,3,3,2,564,291,2000
4.600000,3142,3,2,2,600,205,1967
4.600000,3142,2,2,2,586,94,1980
4.600000,3142,3,2,4,1317,228,2000
4.600000,3142,3,2,2,294,220,2010
4.600000,3142,1,1,1,0,57,1970
4.600000,3142,1,1,1,0,0,1970
4.600000,3142,4,4,4,324,60,1923
4.600000,3142,1,1,1,0,0,0
4.600000,3142,3,3,2,564,342,2000
4.600000,3142,4,3,2,732,367,1980
4.600000,3142,4,2,2,237,331,1963
4.600000,3142,1,1,1,0,57,1970
4.600000,3142,3,2,2,117,214,2000
4.600000,3142,4,2,2,516,185,2014
4.600000,3142,3,2,2,0,136,1980
4.600000,3142,2,1,1,0,0,1970
4.600000,3142,3,1,1,266,107,1960
4.600000,3142,3,2,2,339,220,2010
4.600000,3142,3,1,0,333,118,1920
4.600000,3142,3,1,1,57,107,1960
4.600000,3142,2,1,1,0,83,1951
4.600000,3142,2,1,1,1119,0,2008
4.600000,3142,1,1,1,0,35,1967
4.600000,3142,4,2,2,516,286,1925
4.600000,3142,3,2,1,268,139,1900
4.600000,3142,2,2,2,101,109,1970
4.600000,3142,4,2,2,684,331,1963
4.600000,3142,2,1,1,0,0,0
4.600000,3142,2,0,0,0,0,0
4.600000,3142,4,4,2,565,331,2005
4.600000,3142,2,2,2,334,0,0
4.600000,3142,2,2,2,218,109,1970
4.600000,3142,2,1,1,0,83,1960
4.600000,3142,2,2,3,457,119,1990
4.600000,3142,1,1,1,0,7,1958
4.600000,3142,2,2,2,2927,119,1990
4.600000,3142,2,1,2,0,68,1970
4.600000,3142,2,1,1,0,62,1970
4.600000,3142,3,2,2,0,136,1980
4.600000,3142,3,3,2,575,205,1930
4.600000,3142,2,1,1,0,82,1950
4.600000,3142,3,2,1,363,215,1935
4.600000,3142,2,0,0,0,0,0
4.600000,3142,3,1,1,405,107,1960
4.600000,3142,2,1,1,0,0,1930
13.800000,3084,4,2,2,626,0,0
13.800000,3084,4,2,2,656,183,1990
13.800000,3084,2,1,1,195,91,1995
13.800000,3084,4,3,2,669,163,1960
13.800000,3084,3,2,4,704,167,1970
13.800000,3084,4,2,2,558,202,1977
13.800000,3084,4,1,2,676,0,0
13.800000,3084,3,2,2,577,135,1970
13.800000,3084,4,1,1,865,172,1960
13.800000,3084,3,2,2,555,135,1970
13.800000,3084,4,2,1,659,189,1960
13.800000,3084,4,2,1,696,183,1950
13.800000,3084,2,1,2,197,90,1980
13.800000,3084,2,1,1,177,100,1975
13.800000,3084,3,1,2,608,138,1975
13.800000,3084,3,2,2,834,143,1975
13.800000,3084,5,3,2,648,233,1978
13.800000,3084,5,3,2,586,233,1978
13.800000,3084,3,1,1,416,0,0
13.800000,3084,4,2,2,648,183,1990
13.800000,3084,5,3,2,531,233,1978
13.800000,3084,4,3,2,574,0,0
13.800000,3084,4,2,2,700,18,1980
13.800000,3084,3,2,2,628,177,1960
13.800000,3084,3,1,2,698,137,1960
13.800000,3084,4,3,2,599,163,1960
13.800000,3084,3,2,2,769,143,1975
13.800000,3084,4,2,2,660,202,1977
14.900000,3087,3,1,1,583,124,1970
14.900000,3087,3,2,2,567,100,1970
14.900000,3087,3,2,2,739,163,2002
14.900000,3087,3,1,2,798,153,1960
14.900000,3087,3,1,1,605,129,1970
14.900000,3087,3,2,1,308,129,2015
14.900000,3087,3,1,1,302,90,1950
14.900000,3087,3,1,1,591,104,1960
14.900000,3087,3,2,2,280,163,2002
14.900000,3087,3,1,1,671,103,1960
14.900000,3087,4,1,2,581,123,1956
14.900000,3087,3,1,1,545,103,1960
14.900000,3087,3,2,2,265,260,2010
14.900000,3087,3,1,2,658,95,1960
14.900000,3087,3,1,2,327,95,1960
14.900000,3087,3,2,1,903,131,1950
14.900000,3087,3,3,2,670,325,2010
14.900000,3087,2,1,2,605,114,1960
14.900000,3087,4,2,2,595,163,2000
14.900000,3087,3,1,2,798,153,1960
14.900000,3087,2,1,1,184,0,0
14.900000,3087,3,2,2,767,147,1960
14.900000,3087,3,1,1,604,97,1970
14.900000,3087,3,1,1,319,96,2000
14.900000,3087,3,1,2,650,153,1960
14.900000,3087,3,1,1,653,90,1950
14.900000,3087,3,1,1,319,89,1980
14.900000,3087,2,1,1,184,0,0
14.900000,3087,4,1,2,762,98,1970
14.900000,3087,3,1,1,355,111,1966
14.900000,3087,3,1,2,828,0,0
1.900000,3003,3,3,2,506,132,1940
1.900000,3003,3,2,1,0,100,1998
1.900000,3003,2,3,2,506,195,2000
1.900000,3003,1,1,1,0,52,2000
1.900000,3003,3,3,2,265,280,1880
1.900000,3003,2,2,2,54,89,2006
1.900000,3003,1,1,1,0,207,1930
1.900000,3003,3,2,1,0,100,1998
1.900000,3003,2,1,1,0,154,2009
1.900000,3003,3,1,1,0,153,1940
1.900000,3003,3,2,2,116,89,2002
1.900000,3003,1,1,1,547,58,1900
1.900000,3003,3,3,1,801,122,2008
1.900000,3003,1,1,1,0,62,1930
1.900000,3003,2,1,1,0,83,2002
1.900000,3003,4,1,0,440,0,1880
1.900000,3003,2,1,1,0,81,1996
8.000000,3016,3,2,1,452,148,0
8.000000,3016,4,2,1,320,160,1950
8.000000,3016,3,1,1,507,186,1910
8.000000,3016,3,1,3,430,111,1980
8.000000,3016,4,2,4,457,0,0
8.000000,3016,3,2,2,332,252,2006
8.000000,3016,2,1,4,445,148,1980
8.000000,3016,2,1,1,278,61,1970
8.000000,3016,4,3,2,338,196,1890
8.000000,3016,3,3,2,515,286,1990
8.000000,3016,4,2,2,650,190,1910
8.000000,3016,3,2,2,315,174,1990
8.000000,3016,4,2,2,897,197,1920
8.000000,3016,3,1,2,373,107,1970
8.000000,3016,1,1,1,0,58,1968
8.000000,3016,3,2,2,348,200,1997
8.000000,3016,3,2,2,310,179,2005
8.000000,3016,3,2,3,430,215,1996
8.000000,3016,2,1,1,84,110,1980
8.000000,3016,2,1,0,56,0,0
8.000000,3016,3,1,2,458,0,0
8.000000,3016,4,3,2,321,287,0
8.000000,3016,3,2,1,364,93,1970
8.000000,3016,3,2,2,782,212,1900
8.000000,3016,3,2,2,506,180,2010
8.000000,3016,5,2,2,195,260,2011
8.000000,3016,2,1,2,166,65,1986
8.000000,3016,4,3,2,321,287,0
8.000000,3016,4,3,2,217,266,2003
8.000000,3016,3,2,2,250,185,1997
8.000000,3016,3,2,2,418,204,1995
8.000000,3016,2,1,2,0,65,1990
8.000000,3016,2,1,1,0,72,1980
8.000000,3016,2,1,0,240,0,0
8.000000,3016,2,1,1,0,60,1980
8.000000,3016,3,2,2,270,158,0
8.000000,3016,3,2,2,466,160,1930
8.000000,3016,4,1,1,307,150,1900
8.000000,3016,3,2,1,233,194,2002
8.000000,3016,2,2,1,193,65,1980
8.000000,3016,2,1,1,0,49,1970
8.000000,3016,3,1,2,189,0,0
8.000000,3016,2,1,1,265,78,1970
8.000000,3016,3,1,2,470,0,0
8.000000,3016,4,2,2,344,190,1910
8.000000,3016,3,1,1,477,61,1930
8.000000,3016,4,2,2,648,285,2011
8.000000,3016,3,2,2,289,158,1930
8.000000,3016,3,2,1,185,139,1900
8.000000,3016,4,1,2,0,65,1990
8.000000,3016,2,1,1,0,61,1970
8.000000,3016,2,1,1,0,60,1980
8.000000,3016,3,2,1,151,148,2002
8.000000,3016,3,2,2,204,158,1930
8.000000,3016,3,1,1,249,85,1910
8.000000,3016,2,1,1,0,65,1980
8.000000,3016,2,1,0,297,0,0
8.000000,3016,2,1,2,183,65,1990
8.000000,3016,4,2,2,265,197,2010
8.000000,3016,2,1,1,307,78,1970
8.000000,3016,3,2,1,189,194,1977
8.000000,3016,3,2,1,506,139,1910
8.000000,3016,4,2,2,369,250,1980
8.000000,3016,4,1,3,765,257,1880
8.000000,3016,4,2,2,199,242,2011
8.000000,3016,3,2,1,260,170,2016
8.000000,3016,4,3,3,500,278,2005
8.000000,3016,1,1,1,0,58,1968
8.900000,3016,2,1,1,53,0,1970
8.900000,3016,2,1,1,0,61,1970
8.900000,3016,5,2,5,680,249,2003
8.900000,3016,1,1,1,0,58,1968
8.900000,3016,2,1,1,2023,0,1979
8.900000,3016,4,1,3,468,139,1880
8.900000,3016,2,1,1,0,64,1960
8.900000,3016,4,3,4,672,297,1890
8.900000,3016,2,1,1,0,61,1970
8.900000,3016,3,1,1,311,126,1920
5.100000,3181,2,2,1,0,78,2012
5.100000,3181,3,1,2,361,112,1900
5.100000,3181,3,1,1,0,0,2014
5.100000,3181,3,1,4,440,144,1895
5.100000,3181,2,1,2,118,0,1993
5.100000,3181,4,2,1,321,0,0
5.100000,3181,2,1,1,598,75,1940
5.100000,3181,2,1,1,1043,75,1940
5.100000,3181,2,1,1,0,92,1930
5.100000,3181,1,1,1,0,44,1970
5.100000,3181,2,1,0,153,0,0
5.100000,3181,3,2,1,138,147,2000
5.100000,3181,3,1,2,317,112,1900
5.100000,3181,1,1,1,0,46,1970
5.100000,3181,1,1,1,0,0,2010
5.100000,3181,1,1,1,0,46,1974
5.100000,3181,2,1,1,1057,96,1970
5.100000,3181,1,1,1,0,0,2010
5.100000,3181,2,1,1,0,0,0
5.100000,3181,2,2,1,0,78,2012
5.100000,3181,1,1,1,0,51,2005
5.100000,3181,2,1,1,0,71,1970
5.100000,3181,2,2,2,521,122,2000
5.100000,3181,4,1,1,230,96,1970
5.100000,3181,2,1,1,0,83,1970
5.100000,3181,2,1,2,0,96,1928
5.100000,3181,3,2,2,0,112,2000
5.100000,3181,2,2,1,0,111,2007
5.100000,3181,1,1,1,705,0,2010
5.100000,3181,1,1,1,706,46,1974
5.100000,3181,2,1,1,0,83,1963
5.100000,3181,2,1,1,1452,96,1970
5.100000,3181,2,1,0,140,0,0
5.100000,3181,2,1,1,0,0,0
5.100000,3181,3,2,1,322,147,1970
5.100000,3181,2,1,2,181,96,1928
5.100000,3181,2,1,1,0,0,2014
5.100000,3181,3,1,1,116,0,2014
5.100000,3181,3,1,0,365,124,1910
5.100000,3181,2,1,1,0,71,1970
5.100000,3181,2,1,1,0,0,1990
5.100000,3181,2,1,1,0,66,1985
5.100000,3181,2,1,1,157,101,1900
5.100000,3181,3,3,1,143,89,1890
15.000000,3085,4,1,1,530,115,1960
15.000000,3085,4,3,1,531,237,1990
15.000000,3085,3,2,2,568,173,1975
15.000000,3085,3,2,1,536,154,1975
15.000000,3085,3,2,2,586,140,1970
15.000000,3085,3,1,1,614,117,1978
15.000000,3085,4,2,2,551,150,1997
15.000000,3085,4,2,2,761,150,1970
15.000000,3085,3,1,1,706,129,1970
15.000000,3085,4,2,1,592,191,1950
15.000000,3085,3,2,2,566,156,1991
15.000000,3085,3,1,1,616,115,1960
15.000000,3085,4,2,4,535,150,1970
15.000000,3085,3,2,2,555,232,1978
15.000000,3085,3,2,2,587,232,1994
15.000000,3085,3,2,2,660,156,1991
15.000000,3085,3,1,1,687,122,1978
7.000000,3013,3,2,1,448,147,1940
7.000000,3013,3,1,2,471,103,1950
7.000000,3013,2,1,1,134,72,1950
7.000000,3013,3,1,0,191,105,1910
7.000000,3013,4,2,2,427,233,2010
7.000000,3013,3,1,2,323,139,1960
7.000000,3013,3,2,2,428,100,1965
7.000000,3013,3,2,2,213,120,2004
7.000000,3013,2,1,1,1555,2,1980
7.000000,3013,2,1,1,138,82,1890
7.000000,3013,2,1,0,166,80,1920
7.000000,3013,3,1,1,503,115,1960
7.000000,3013,4,2,2,244,206,2011
7.000000,3013,3,2,2,152,120,2004
7.000000,3013,2,2,1,159,132,1960
7.000000,3013,2,1,1,220,105,1910
7.000000,3013,2,1,0,164,0,0
7.000000,3013,3,2,2,473,171,1920
7.000000,3013,3,2,0,214,129,1910
7.000000,3013,2,1,1,1555,92,2013
7.000000,3013,3,1,1,442,87,1930
7.000000,3013,3,3,2,197,109,2013
7.000000,3013,2,1,1,188,92,2013
7.000000,3013,2,1,1,261,100,1880
7.000000,3013,3,1,1,477,120,1960
7.000000,3013,2,1,0,165,93,1900
7.000000,3013,2,2,1,462,132,1960
7.000000,3013,2,0,0,94,0,0
7.000000,3013,4,2,1,319,171,1915
7.000000,3013,3,2,2,230,0,1900
7.000000,3013,5,2,2,644,172,1890
7.000000,3013,2,1,1,148,79,2003
7.000000,3013,4,1,3,766,167,1968
7.000000,3013,4,2,2,640,233,2010
7.000000,3013,2,1,1,0,68,1970
7.000000,3013,3,1,4,902,129,1920
7.000000,3013,3,1,2,289,119,1940
7.000000,3013,1,1,2,0,83,2004
7.000000,3013,2,1,1,0,65,1960
7.000000,3013,2,2,2,352,152,2016
7.000000,3013,3,1,2,270,103,1920
7.000000,3013,3,1,2,442,0,1940
7.000000,3013,1,1,2,0,83,2004
7.000000,3013,3,1,1,444,0,0
7.000000,3013,2,1,1,148,72,1950
7.000000,3013,3,1,1,464,120,1960
7.000000,3013,3,3,1,217,141,2016
7.000000,3013,2,0,0,94,0,0
7.000000,3013,3,1,3,670,116,1940
7.000000,3013,3,3,1,217,141,2014
7.000000,3013,4,1,2,360,167,1910
7.000000,3013,2,1,1,446,0,0
7.000000,3013,1,1,1,0,47,1970
7.000000,3013,3,1,2,240,84,1880
7.000000,3013,3,1,1,202,120,1960
7.000000,3013,2,1,3,539,0,0
7.000000,3013,3,1,1,472,87,1930
7.000000,3013,4,2,2,417,157,1900
7.000000,3013,3,1,1,438,115,1960
7.000000,3013,4,1,1,0,54,1970
7.000000,3013,1,1,1,0,47,1970
7.000000,3013,4,2,2,482,206,2011
7.000000,3013,3,1,1,248,0,0
7.000000,3013,3,2,1,249,147,1940
7.000000,3013,4,2,0,297,175,1900
7.000000,3013,3,1,1,189,87,1930
7.000000,3013,2,1,2,341,132,1950
7.000000,3013,4,1,1,306,133,1910
7.000000,3013,2,2,2,168,121,2000
7.000000,3013,2,3,4,446,244,1950
7.000000,3013,4,1,1,288,127,1970
7.000000,3013,2,1,1,325,68,1970
7.000000,3013,4,1,3,411,96,1910
7.000000,3013,3,1,1,195,120,1960
7.000000,3013,3,2,2,206,173,2006
7.000000,3013,3,1,1,448,104,1940
7.000000,3013,3,1,5,558,128,1940
7.000000,3013,2,1,0,128,80,1920
7.000000,3013,2,1,3,486,0,0
7.000000,3013,4,2,2,431,206,2011
7.000000,3013,2,1,0,261,93,1900
7.000000,3013,3,2,2,542,211,2016
7.000000,3013,3,3,2,386,172,1940
7.000000,3013,3,1,2,229,128,1910
7.000000,3013,4,2,3,455,178,1890
7.000000,3013,3,1,2,664,139,1960
7.000000,3013,2,1,1,435,114,1950
7.000000,3013,3,1,1,463,119,1950
7.000000,3013,3,2,0,105,135,1900
7.000000,3013,3,2,2,235,144,1910
7.000000,3013,3,2,2,456,146,1970
7.000000,3013,2,1,1,0,65,1970
7.000000,3013,4,2,0,261,160,1910
7.000000,3013,3,1,2,494,103,1950
7.000000,3013,5,2,2,488,213,1930
7.000000,3013,3,1,2,463,119,1900
7.000000,3013,3,2,1,169,150,2007
7.000000,3013,3,1,2,463,119,1900
7.000000,3013,4,1,1,470,127,1970
7.000000,3013,2,1,1,208,100,1970
7.000000,3013,2,1,1,201,92,2013
7.000000,3013,3,2,2,171,146,2007
9.100000,3040,1,1,1,0,39,1990
9.100000,3040,4,3,2,757,157,1950
9.100000,3040,2,1,1,0,0,0
9.100000,3040,2,1,1,976,71,2000
9.100000,3040,3,1,1,321,111,1940
9.100000,3040,2,2,2,559,204,1995
9.100000,3040,3,1,5,528,115,1950
9.100000,3040,3,2,2,217,149,2005
9.100000,3040,4,4,4,670,375,2010
9.100000,3040,3,2,1,309,136,2007
9.100000,3040,4,2,2,578,35,2010
9.100000,3040,3,2,1,676,136,1965
9.100000,3040,2,1,2,809,131,1980
9.100000,3040,3,1,1,465,115,1950
9.100000,3040,2,1,1,622,71,1970
9.100000,3040,2,1,1,373,0,0
9.100000,3040,3,3,2,839,247,1925
9.100000,3040,3,2,2,311,180,1960
9.100000,3040,3,2,2,496,149,2005
9.100000,3040,4,2,2,578,35,2010
9.100000,3040,3,1,1,229,111,1996
9.100000,3040,4,2,2,674,0,0
9.100000,3040,3,3,1,593,205,2016
9.100000,3040,2,1,1,0,0,0
9.100000,3040,2,1,2,809,103,1990
9.100000,3040,3,2,2,1315,180,1960
9.100000,3040,3,2,2,1076,180,1960
9.500000,3081,3,1,2,626,93,1955
9.500000,3081,3,1,1,666,0,0
9.500000,3081,3,1,4,762,104,1960
9.500000,3081,2,1,0,693,0,0
9.500000,3081,3,1,2,631,109,1950
9.500000,3081,3,2,1,231,145,2012
9.500000,3081,3,1,2,609,93,1950
9.500000,3081,3,1,0,641,0,0
9.500000,3081,3,1,0,605,0,0
4.500000,3057,3,1,2,456,144,1950
4.500000,3057,4,2,2,136,151,1997
4.500000,3057,2,1,1,0,65,1975
4.500000,3057,2,2,1,0,0,0
4.500000,3057,3,1,2,407,116,1995
4.500000,3057,3,1,2,213,116,1995
4.500000,3057,3,2,2,138,135,1940
4.500000,3057,3,1,1,259,130,1920
4.500000,3057,4,2,2,470,191,1940
4.500000,3057,4,1,1,233,204,1890
4.500000,3057,4,2,2,822,145,1890
4.500000,3057,3,2,1,116,124,2007
4.500000,3057,2,1,1,197,55,2012
4.500000,3057,2,2,1,0,0,0
4.500000,3057,4,2,1,227,204,1890
4.500000,3057,2,1,1,193,101,1890
4.500000,3057,4,2,2,161,0,0
4.500000,3057,2,1,1,0,79,1960
4.500000,3057,2,1,2,1188,55,2012
4.500000,3057,4,2,2,468,151,1997
4.500000,3057,3,2,0,185,118,1998
4.500000,3057,1,1,1,0,0,0
4.500000,3057,2,1,1,0,0,0
4.500000,3057,3,3,2,336,207,2007
4.500000,3057,2,1,1,0,96,1940
4.500000,3057,2,2,1,0,71,2014
4.500000,3057,2,1,1,148,0,0
4.500000,3057,3,1,2,369,118,2000
4.500000,3057,2,1,1,0,114,1970
4.500000,3057,3,3,2,336,207,2007
4.500000,3057,3,2,0,326,118,1920
4.500000,3057,3,3,2,87,151,1998
4.500000,3057,2,1,1,148,0,0
4.500000,3057,3,1,1,213,116,1920
4.500000,3057,3,1,2,104,118,2000
