suburb,address,rooms,type,price,method,seller,date,distance,postcode,bedroom,bathroom,car,landsize,building_area,year_built,council_area,lattitude,longitude,region_name,property_count
Richmond,28/8 Hull St,2,u,450000,PI,Biggin,11-02-2017,2.6,3121,2,1,1,0,66,2000,Yarra,-37.817299,144.996506,Northern Metropolitan,14949
Richmond,73 Brighton St,2,h,1340000,S,Kay,12-11-2016,2.6,3121,2,1,0,178,0,1196,Yarra,-37.828899,144.999207,Northern Metropolitan,14949
Richmond,36 Charlotte St,2,h,1421000,S,Biggin,12-11-2016,2.6,3121,2,1,0,196,0,1196,Yarra,-37.825401,145,Northern Metropolitan,14949
Richmond,25 Egan St,3,h,1074000,S,Marshall,12-11-2016,2.6,3121,3,1,0,245,140,1900,Yarra,-37.813801,144.992096,Northern Metropolitan,14949
Richmond,8 Hodgson Tce,3,h,1205000,S,Biggin,12-11-2016,2.6,3121,3,1,0,164,0,1196,Yarra,-37.819801,144.997894,Northern Metropolitan,14949
Richmond,35A Hunter St,2,t,1430000,S,Jellis,12-11-2016,2.6,3121,2,2,2,153,125,2004,Yarra,-37.8209,145.005493,Northern Metropolitan,14949
Richmond,41 Shelley St,3,h,1465000,S,Biggin,12-11-2016,2.6,3121,3,2,2,233,170,1993,Yarra,-37.812199,144.993698,Northern Metropolitan,14949
Richmond,7/42 Baker St,2,u,391000,SP,Caine,13-08-2016,2.6,3121,2,1,1,0,51,1965,Yarra,-37.812,145.002899,Northern Metropolitan,14949
Richmond,41 Clifton St,2,h,1035000,S,Jellis,13-08-2016,2.6,3121,2,1,0,108,0,1900,Yarra,-37.8251,144.995895,Northern Metropolitan,14949
Richmond,9/13 Manton St,2,u,530000,S,Biggin,13-08-2016,2.6,3121,2,1,1,0,0,1965,Yarra,-37.823601,145.009003,Northern Metropolitan,14949
Richmond,38a Buckingham St,2,t,930000,S,Jellis,14-05-2016,2.6,3121,2,1,1,97,85,2004,Yarra,-37.813999,145.001999,Northern Metropolitan,14949
Richmond,77 Buckingham St,3,h,1182000,S,Biggin,14-05-2016,2.6,3121,3,1,1,199,110,1920,Yarra,-37.8139,145.003906,Northern Metropolitan,14949
Richmond,143 Burnley St,2,h,777500,PI,hockingstuart,14-05-2016,2.6,3121,2,1,1,151,76,1900,Yarra,-37.817101,145.009003,Northern Metropolitan,14949
Richmond,27 Glass St,3,h,1115000,S,Whiting,14-05-2016,2.6,3121,3,2,2,129,120,1980,Yarra,-37.824001,145.005203,Northern Metropolitan,14949
Richmond,704/8 Howard St,3,u,760000,SP,Nelson,14-05-2016,2.6,3121,3,2,1,0,120,2005,Yarra,-37.833099,144.997498,Northern Metropolitan,14949
Richmond,10/8 Hull St,2,u,640000,SP,Jellis,14-05-2016,2.6,3121,2,1,2,0,69,2000,Yarra,-37.817299,144.996506,Northern Metropolitan,14949
Richmond,292 Lennox St,3,h,1710000,PI,Abercromby's,14-05-2016,2.6,3121,4,2,2,202,0,1196,Yarra,-37.8241,144.993393,Northern Metropolitan,14949
Richmond,8 Malleson St,3,h,1420000,S,Jellis,14-05-2016,2.6,3121,3,1,0,198,119,1890,Yarra,-37.822498,145.000702,Northern Metropolitan,14949
Richmond,603/120 Palmer St,1,u,390000,S,LITTLE,14-05-2016,2.6,3121,1,1,1,0,40,2011,Yarra,-37.8195,145.0103,Northern Metropolitan,14949
Richmond,3 Portland St,3,h,3020000,S,Jellis,14-05-2016,2.6,3121,3,2,2,389,0,1196,Yarra,-37.8214,144.995102,Northern Metropolitan,14949
Richmond,31 Westbank Tce,3,h,1346000,S,hockingstuart,14-05-2016,2.6,3121,2,1,1,207,0,1196,Yarra,-37.821499,145.013199,Northern Metropolitan,14949
Richmond,106/28 Burnley St,1,u,380000,PI,Collins,15-10-2016,2.6,3121,1,1,1,0,44,2012,Yarra,-37.812698,145.009399,Northern Metropolitan,14949
Richmond,6/366 Church St,2,u,680000,S,Jellis,15-10-2016,2.6,3121,2,1,1,0,52,2012,Yarra,-37.823002,144.998199,Northern Metropolitan,14949
Richmond,4a Gardner St,2,t,1081000,S,hockingstuart,15-10-2016,2.6,3121,2,1,1,126,115,1995,Yarra,-37.813999,145.005997,Northern Metropolitan,14949
Richmond,42 Hunter St,2,h,860000,S,Biggin,15-10-2016,2.6,3121,2,2,0,74,95,2000,Yarra,-37.820702,145.005295,Northern Metropolitan,14949
Richmond,48 Rooney St,3,h,1820000,S,Jellis,15-10-2016,2.6,3121,3,1,1,410,0,1900,Yarra,-37.829201,145.002899,Northern Metropolitan,14949
Richmond,35 Shelley St,2,h,905000,S,Biggin,15-10-2016,2.6,3121,2,1,0,139,54,1920,Yarra,-37.811798,144.993698,Northern Metropolitan,14949
Richmond,401/18 Tanner St,2,u,691000,S,Biggin,15-10-2016,2.6,3121,2,2,1,0,85,2008,Yarra,-37.823101,144.990601,Northern Metropolitan,14949
Richmond,29 Bennett St,3,h,1088000,S,Jellis,16-04-2016,2.6,3121,3,3,2,168,120,1915,Yarra,-37.812599,145.006393,Northern Metropolitan,14949
Richmond,2/310 Burnley St,3,t,911000,S,Biggin,16-04-2016,2.6,3121,3,2,1,0,110,2000,Yarra,-37.823799,145.007202,Northern Metropolitan,14949
Richmond,30 Highett St,4,h,3001000,S,Biggin,16-04-2016,2.6,3121,2,3,1,544,241,1920,Yarra,-37.815201,144.992203,Northern Metropolitan,14949
Richmond,9/63 Stawell St,2,u,638000,S,Biggin,16-04-2016,2.6,3121,2,2,1,0,77,2008,Yarra,-37.821999,145.010406,Northern Metropolitan,14949
Richmond,80 Bunting St,2,h,951000,S,hockingstuart,16-07-2016,2.6,3121,2,1,0,108,0,1905,Yarra,-37.825901,145.008896,Northern Metropolitan,14949
Richmond,215 Burnley St,2,h,912000,S,Collins,16-07-2016,2.6,3121,2,1,2,204,0,1196,Yarra,-37.820999,145.008194,Northern Metropolitan,14949
Richmond,6/361 Church St,1,u,415000,S,Jellis,16-07-2016,2.6,3121,1,1,1,0,0,1196,Yarra,-37.823399,144.998505,Northern Metropolitan,14949
Richmond,158 Mary St,3,h,1285000,S,hockingstuart,16-07-2016,2.6,3121,4,2,1,133,0,1196,Yarra,-37.8246,145.001205,Northern Metropolitan,14949
Richmond,3 Type St,2,h,1220000,S,Jellis,16-07-2016,2.6,3121,2,1,1,219,0,1196,Yarra,-37.820301,145.009995,Northern Metropolitan,14949
Richmond,18 Buckingham St,3,h,900000,S,Biggin,17-09-2016,2.6,3121,3,3,1,58,60,2009,Yarra,-37.8139,145.001205,Northern Metropolitan,14949
Richmond,36 Elm Gr,3,h,1695000,S,Marshall,17-09-2016,2.6,3121,3,1,3,210,118,1900,Yarra,-37.824699,145.000107,Northern Metropolitan,14949
Richmond,6 Kennedy St,3,h,1365000,S,Nelson,17-09-2016,2.6,3121,3,1,1,301,110,1935,Yarra,-37.8134,145.005493,Northern Metropolitan,14949
Richmond,117 Lord St,2,h,1088000,S,Biggin,17-09-2016,2.6,3121,2,1,0,158,0,1196,Yarra,-37.823898,145.004501,Northern Metropolitan,14949
Richmond,110 Mary St,3,h,1765000,S,hockingstuart,17-09-2016,2.6,3121,4,1,2,332,0,1196,Yarra,-37.8232,145.001404,Northern Metropolitan,14949
Richmond,58 Rooney St,2,h,1045000,S,Biggin,17-09-2016,2.6,3121,2,1,2,200,90,1900,Yarra,-37.829399,145.002899,Northern Metropolitan,14949
Richmond,8 Survey St,4,h,1591000,S,Collins,17-09-2016,2.6,3121,4,2,1,263,145,1900,Yarra,-37.826099,145.012695,Northern Metropolitan,14949
Richmond,305/45 York St,1,u,402000,S,hockingstuart,17-09-2016,2.6,3121,1,1,1,0,0,1196,Yarra,-37.813,144.992996,Northern Metropolitan,14949
Richmond,6 Brady St,3,h,1275000,S,Biggin,18-03-2017,2.6,3121,3,2,1,132,95,1900,Yarra,-37.821999,145.004105,Northern Metropolitan,14949
Richmond,83 Buckingham St,2,h,1035000,S,Marshall,18-03-2017,2.6,3121,2,1,0,100,0,1196,Yarra,-37.8139,145.004196,Northern Metropolitan,14949
Richmond,48 Docker St,3,h,2000000,VB,Jellis,18-03-2017,2.6,3121,3,2,0,194,0,1196,Yarra,-37.8246,144.996704,Northern Metropolitan,14949
Richmond,16/10 Elaine Ct,3,u,931000,S,Biggin,18-03-2017,2.6,3121,3,2,2,0,0,1196,Yarra,-37.812801,145.013901,Northern Metropolitan,14949
Richmond,14 Hunter St,3,h,2640000,S,hockingstuart,18-03-2017,2.6,3121,3,1,1,309,0,1196,Yarra,-37.82,145.005402,Northern Metropolitan,14949
Richmond,21A Kent St,2,t,842000,S,Jellis,18-03-2017,2.6,3121,2,2,1,0,2,1196,Yarra,-37.814499,145.001404,Northern Metropolitan,14949
Richmond,9 Type St,4,h,1510000,PI,Biggin,18-03-2017,2.6,3121,4,2,0,0,171,1900,Yarra,-37.820599,145.009903,Northern Metropolitan,14949
Richmond,40 York St,3,h,1550000,VB,Jellis,18-03-2017,2.6,3121,3,2,1,131,76,1900,Yarra,-37.813202,144.992905,Northern Metropolitan,14949
Richmond,134 Coppin St,3,h,1456000,S,Jellis,18-06-2016,2.6,3121,3,2,1,157,141,1900,Yarra,-37.822498,145.002899,Northern Metropolitan,14949
Richmond,28 Corsair St,2,h,1145000,S,Biggin,18-06-2016,2.6,3121,2,1,0,170,0,1910,Yarra,-37.822601,145.006393,Northern Metropolitan,14949
Richmond,27/16 Goodwood St,2,t,810000,SP,hockingstuart,18-06-2016,2.6,3121,2,1,1,94,0,1196,Yarra,-37.820099,144.992706,Northern Metropolitan,14949
Richmond,5 Koorang La,3,h,1100000,PI,Biggin,18-06-2016,2.6,3121,3,2,1,66,118,2013,Yarra,-37.8181,145.007004,Northern Metropolitan,14949
Richmond,1 Newry St,2,h,1220000,S,Jellis,18-06-2016,2.6,3121,2,1,2,198,0,1196,Yarra,-37.824402,145.004593,Northern Metropolitan,14949
Richmond,7/1 Princess St,2,t,895000,S,Marshall,18-06-2016,2.6,3121,2,1,1,0,0,1196,Yarra,-37.8209,145.001404,Northern Metropolitan,14949
Richmond,20 Stillman St,2,h,1430000,S,Biggin,18-06-2016,2.6,3121,2,1,2,292,0,1196,Yarra,-37.8218,145.008896,Northern Metropolitan,14949
Richmond,45 Westbank Tce,2,h,1045000,S,Jellis,18-06-2016,2.6,3121,2,1,1,138,81,1890,Yarra,-37.8218,145.013199,Northern Metropolitan,14949
Richmond,7 Bowen St,3,h,2000000,S,Biggin,19-11-2016,2.6,3121,3,2,1,217,180,1910,Yarra,-37.8158,144.993103,Northern Metropolitan,14949
Richmond,10/200 Brighton St,2,u,646000,S,Woodards,19-11-2016,2.6,3121,2,1,1,0,70,1993,Yarra,-37.833302,144.998001,Northern Metropolitan,14949
Richmond,207/12 Coppin St,2,u,660000,PI,Jellis,19-11-2016,2.6,3121,2,2,1,0,76,2013,Yarra,-37.816601,145.003601,Northern Metropolitan,14949
Richmond,51 Hunter St,2,h,1145000,S,hockingstuart,19-11-2016,2.6,3121,2,1,1,197,80,1960,Yarra,-37.821499,145.005402,Northern Metropolitan,14949
Richmond,103/8 Howard St,1,u,380000,PI,Dingle,22-05-2016,2.6,3121,1,1,1,0,0,1196,Yarra,-37.833099,144.997498,Northern Metropolitan,14949
Richmond,2 Kimber St,3,h,1285000,S,Steveway,22-05-2016,2.6,3121,3,2,1,123,0,1196,Yarra,-37.826698,145.012207,Northern Metropolitan,14949
Richmond,249 Punt Rd,4,h,905000,S,Biggin,22-05-2016,2.6,3121,4,1,0,254,124,1890,Yarra,-37.820099,144.989807,Northern Metropolitan,14949
Richmond,31/15 River Bvd,2,u,750000,S,Biggin,22-05-2016,2.6,3121,2,2,1,0,104,2000,Yarra,-37.812801,145.013306,Northern Metropolitan,14949
Richmond,140/73 River St,2,u,604000,SP,Biggin,22-05-2016,2.6,3121,2,2,2,0,75,2009,Yarra,-37.818901,145.013107,Northern Metropolitan,14949
Richmond,176 Buckingham St,4,h,1645000,S,Biggin,22-08-2016,2.6,3121,4,2,1,249,214,1970,Yarra,-37.814701,145.008408,Northern Metropolitan,14949
Richmond,301/633 Church St,3,u,945000,S,Biggin,22-08-2016,2.6,3121,3,2,1,0,0,1999,Yarra,-37.833,144.996994,Northern Metropolitan,14949
Richmond,7/182 Coppin St,1,u,306000,S,Jellis,22-08-2016,2.6,3121,1,1,1,0,40,1965,Yarra,-37.8242,145.002594,Northern Metropolitan,14949
Richmond,19 Dickens St,3,h,1270000,S,Jellis,22-08-2016,2.6,3121,2,1,1,181,102,1900,Yarra,-37.820301,145.009201,Northern Metropolitan,14949
Richmond,23a Dickmann St,3,t,975000,PI,Jellis,22-08-2016,2.6,3121,3,1,1,383,0,1993,Yarra,-37.824799,144.997604,Northern Metropolitan,14949
Richmond,1 Griffiths St,2,h,1105000,S,Biggin,22-08-2016,2.6,3121,2,2,1,55,0,1196,Yarra,-37.815899,145.003296,Northern Metropolitan,14949
Richmond,8 Neptune St,2,h,965000,S,Biggin,22-08-2016,2.6,3121,2,1,0,158,0,1900,Yarra,-37.820099,145.007004,Northern Metropolitan,14949
Richmond,606/120 Palmer St,2,u,620000,PI,LITTLE,22-08-2016,2.6,3121,2,2,1,650,0,2011,Yarra,-37.8195,145.0103,Northern Metropolitan,14949
Richmond,4/1 Princess St,3,h,1100000,S,hockingstuart,22-08-2016,2.6,3121,2,2,1,126,0,1196,Yarra,-37.820801,145.001297,Northern Metropolitan,14949
Richmond,211/18 Tanner St,1,u,450000,SP,RT,22-08-2016,2.6,3121,1,1,1,0,0,1196,Yarra,-37.823101,144.990601,Northern Metropolitan,14949
Richmond,29 Westbank Tce,3,h,1850000,S,hockingstuart,22-08-2016,2.6,3121,2,2,1,203,112,1900,Yarra,-37.8214,145.013199,Northern Metropolitan,14949
Richmond,57 Neptune St,3,h,1650000,S,hockingstuart,23-04-2016,2.6,3121,3,2,1,312,141,1920,Yarra,-37.821701,145.007004,Northern Metropolitan,14949
Richmond,41 Cameron St,3,h,1320000,S,RT,24-09-2016,2.6,3121,3,2,2,171,118,1890,Yarra,-37.816601,144.998703,Northern Metropolitan,14949
Richmond,320 Church St,3,h,1651000,S,Jellis,24-09-2016,2.6,3121,3,2,1,192,111,1900,Yarra,-37.821201,144.998505,Northern Metropolitan,14949
Richmond,2 Francis St,3,h,1032000,S,Biggin,24-09-2016,2.6,3121,3,1,0,128,0,1196,Yarra,-37.819801,145.002594,Northern Metropolitan,14949
Richmond,3 Jika Pl,3,h,915000,S,hockingstuart,24-09-2016,2.6,3121,4,3,1,140,0,1196,Yarra,-37.8148,144.991196,Northern Metropolitan,14949
Richmond,3 Mary St,3,h,1075000,S,Jellis,24-09-2016,2.6,3121,3,1,0,148,0,1196,Yarra,-37.819401,145.002396,Northern Metropolitan,14949
Richmond,46 Park Gr,4,h,1800000,PI,Biggin,24-09-2016,2.6,3121,4,2,0,288,193,1900,Yarra,-37.826801,145.012894,Northern Metropolitan,14949
Richmond,3/77 River St,3,u,791500,S,Biggin,24-09-2016,2.6,3121,3,2,2,0,104,2005,Yarra,-37.818901,145.013107,Northern Metropolitan,14949
Richmond,22a Stanley St,3,h,1600000,S,Biggin,24-09-2016,2.6,3121,3,2,2,80,144,1850,Yarra,-37.823299,144.994705,Northern Metropolitan,14949
Richmond,10 Botherambo St,2,t,1200000,SP,Jellis,25-02-2017,2.6,3121,2,2,1,170,89,1940,Yarra,-37.822899,144.993103,Northern Metropolitan,14949
Richmond,288 Church St,3,h,1555000,S,Abercromby's,25-02-2017,2.6,3121,3,2,1,189,164,1900,Yarra,-37.82,144.998703,Northern Metropolitan,14949
Richmond,25 Dickmann St,3,h,1361000,S,Marshall,25-02-2017,2.6,3121,3,2,1,99,102,1196,Yarra,-37.824902,144.997604,Northern Metropolitan,14949
Richmond,12 Longfield St,3,h,1540000,S,hockingstuart,25-02-2017,2.6,3121,3,1,1,0,0,1196,Yarra,-37.8214,145.011902,Northern Metropolitan,14949
Richmond,1/7 Sanders Pl,3,t,1582000,S,Jellis,25-02-2017,2.6,3121,3,3,2,119,184,2005,Yarra,-37.827801,144.998398,Northern Metropolitan,14949
Richmond,302/366 Church St,2,u,712000,S,Jellis,26-07-2016,2.6,3121,2,1,1,0,0,2012,Yarra,-37.823002,144.998199,Northern Metropolitan,14949
Richmond,28 Farmer St,3,h,2055000,SP,Jellis,26-07-2016,2.6,3121,3,1,1,331,121,1960,Yarra,-37.826302,145.008499,Northern Metropolitan,14949
Richmond,23 Gardner St,3,t,1012000,S,Jellis,27-06-2016,2.6,3121,3,2,1,80,0,1196,Yarra,-37.815498,145.006104,Northern Metropolitan,14949
Richmond,239 Punt Rd,3,h,1570000,S,Jellis,27-06-2016,2.6,3121,3,1,2,248,0,1196,Yarra,-37.819801,144.989899,Northern Metropolitan,14949
Richmond,30 Rowena Pde,3,h,1345000,S,Biggin,27-06-2016,2.6,3121,3,1,1,209,128,1900,Yarra,-37.820599,144.991302,Northern Metropolitan,14949
Richmond,201/61 Stawell St,1,u,410000,PI,hockingstuart,27-06-2016,2.6,3121,1,1,1,0,60,2008,Yarra,-37.821999,145.010406,Northern Metropolitan,14949
Richmond,3/61 Stawell St,2,u,696000,S,Jellis,27-06-2016,2.6,3121,2,2,1,0,68,2008,Yarra,-37.821999,145.010406,Northern Metropolitan,14949
Richmond,5 Birch Sq,3,h,1350000,VB,Jellis,27-11-2016,2.6,3121,3,2,2,133,174,2000,Yarra,-37.818298,145.007904,Northern Metropolitan,14949
Richmond,4 Burgess St,3,h,1405000,S,Rendina,27-11-2016,2.6,3121,3,1,2,212,0,1196,Yarra,-37.8302,144.999298,Northern Metropolitan,14949
Richmond,601/10 Burnley St,1,u,362000,S,Biggin,27-11-2016,2.6,3121,1,1,1,0,0,1196,Yarra,-37.812698,145.009399,Northern Metropolitan,14949
Richmond,408/633 Church St,2,u,760000,S,Biggin,27-11-2016,2.6,3121,2,1,1,0,0,1196,Yarra,-37.833,144.996994,Northern Metropolitan,14949
Richmond,5/10 Elaine Ct,2,u,807000,S,Jellis,27-11-2016,2.6,3121,2,2,2,0,106,2000,Yarra,-37.812801,145.013901,Northern Metropolitan,14949
Richmond,1 Hodgson Tce,3,h,1495000,S,Biggin,27-11-2016,2.6,3121,3,2,1,159,0,1196,Yarra,-37.8195,144.997406,Northern Metropolitan,14949
Richmond,9 Hosie St,3,h,1410000,S,Biggin,27-11-2016,2.6,3121,3,1,0,224,0,1196,Yarra,-37.819901,145.001694,Northern Metropolitan,14949
Richmond,104/8 Howard St,1,u,385000,VB,RT,27-11-2016,2.6,3121,1,1,1,0,50,2005,Yarra,-37.833099,144.997498,Northern Metropolitan,14949
Richmond,52 Hunter St,2,h,1150000,SP,Biggin,27-11-2016,2.6,3121,2,1,0,156,80,1900,Yarra,-37.8209,145.005203,Northern Metropolitan,14949
Richmond,3 Longfield St,3,h,1400000,PI,hockingstuart,27-11-2016,2.6,3121,3,1,2,0,0,1196,Yarra,-37.821098,145.011398,Northern Metropolitan,14949
Richmond,25 Palmer St,4,h,1775000,S,Nelson,27-11-2016,2.6,3121,4,1,0,434,144,1900,Yarra,-37.818501,145.006104,Northern Metropolitan,14949
Richmond,4/199 Punt Rd,1,u,360000,S,Biggin,27-11-2016,2.6,3121,1,1,1,1332,0,1196,Yarra,-37.8181,144.990097,Northern Metropolitan,14949
Richmond,43 Type St,3,h,1270000,S,Biggin,27-11-2016,2.6,3121,3,1,1,152,92,1910,Yarra,-37.821899,145.009598,Northern Metropolitan,14949
Richmond,50 Canterbury St,2,h,827500,S,Biggin,28-05-2016,2.6,3121,2,1,0,127,72,1900,Yarra,-37.8251,145.006302,Northern Metropolitan,14949
Richmond,183 Mary St,4,h,1500000,PI,Biggin,28-05-2016,2.6,3121,4,2,1,162,89,1196,Yarra,-37.825199,145.001297,Northern Metropolitan,14949
Richmond,153/73 River St,2,u,560000,SP,Biggin,28-05-2016,2.6,3121,2,2,1,0,70,2004,Yarra,-37.818901,145.013107,Northern Metropolitan,14949
Richmond,21 Crown St,3,h,1165000,S,Biggin,28-08-2016,2.6,3121,3,1,1,167,170,1196,Yarra,-37.8167,145.009796,Northern Metropolitan,14949
Richmond,219/6 Lord St,2,u,790000,PI,hockingstuart,28-08-2016,2.6,3121,2,2,1,0,91,2013,Yarra,-37.819801,145.005005,Northern Metropolitan,14949
Richmond,2 Peers St,2,h,870000,SP,Biggin,28-08-2016,2.6,3121,2,1,1,100,0,1196,Yarra,-37.813599,144.992706,Northern Metropolitan,14949
Richmond,29a Abinger St,3,h,1185000,S,hockingstuart,30-07-2016,2.6,3121,2,2,1,135,0,1196,Yarra,-37.820202,145.001297,Northern Metropolitan,14949
Richmond,20 Lincoln St,4,h,1212500,S,Kay,30-07-2016,2.6,3121,4,3,2,108,108,2010,Yarra,-37.812901,145.001297,Northern Metropolitan,14949
Richmond,24 The Crofts,2,h,1125000,S,hockingstuart,30-07-2016,2.6,3121,2,1,0,103,74,1900,Yarra,-37.819901,144.991104,Northern Metropolitan,14949
Richmond,5 Union St,3,h,1520000,S,Biggin,30-07-2016,2.6,3121,3,1,2,248,100,1900,Yarra,-37.818501,144.9935,Northern Metropolitan,14949
Rosanna,20 Rowell St,5,h,1101500,S,Nelson,03-09-2016,11.4,3084,4,2,1,629,207,1960,Banyule,-37.739498,145.077301,Eastern Metropolitan,3540
Rosanna,21 Darvall St,2,h,971000,S,Miles,04-06-2016,11.4,3084,3,1,1,608,0,1196,Banyule,-37.7407,145.061203,Eastern Metropolitan,3540
Rosanna,101 Ellesmere Pde,4,h,1020000,PI,Fletchers,07-05-2016,11.4,3084,4,2,2,843,181,1940,Banyule,-37.734798,145.065598,Eastern Metropolitan,3540
Rosanna,2/236 Lower Plenty Rd,3,u,560000,VB,Miles,07-05-2016,11.4,3084,3,1,1,213,112,2000,Banyule,-37.738602,145.073303,Eastern Metropolitan,3540
Rosanna,21 Ruthven St,3,h,1050000,SP,Miles,07-05-2016,11.4,3084,3,1,2,1016,205,1950,Banyule,-37.7299,145.065598,Eastern Metropolitan,3540
Rosanna,48 Grove Rd,3,h,1155000,S,Miles,10-09-2016,11.4,3084,3,2,1,608,0,1196,Banyule,-37.7439,145.068802,Eastern Metropolitan,3540
Rosanna,16/77 St James Rd,2,t,531000,S,Nelson,10-09-2016,11.4,3084,2,1,1,83,89,1990,Banyule,-37.747002,145.070007,Eastern Metropolitan,3540
Rosanna,166 Rosanna Rd,3,h,620000,VB,Miles,10-12-2016,11.4,3084,3,1,0,454,134,1940,Banyule,-37.7449,145.072006,Eastern Metropolitan,3540
Rosanna,70 McCrae Rd,3,h,780000,S,Barry,11-02-2017,11.4,3084,3,1,2,627,154,1970,Banyule,-37.736698,145.079697,Eastern Metropolitan,3540
Rosanna,11 Thomson Dr,4,h,1051000,SP,Nelson,12-11-2016,11.4,3084,4,2,2,651,0,1196,Banyule,-37.733799,145.070297,Eastern Metropolitan,3540
Rosanna,1 Hillside Rd,5,h,2530000,S,Miles,13-08-2016,11.4,3084,5,3,1,1850,0,1910,Banyule,-37.746498,145.061203,Eastern Metropolitan,3540
Rosanna,1/249 Lower Plenty Rd,3,h,720000,SP,hockingstuart,13-08-2016,11.4,3084,3,1,2,604,0,1196,Banyule,-37.737701,145.0737,Eastern Metropolitan,3540
Rosanna,5/37 Grandview Gr,2,u,633000,S,Miles,14-05-2016,11.4,3084,3,1,1,210,0,1196,Banyule,-37.741699,145.061295,Eastern Metropolitan,3540
Rosanna,1/241 Lower Plenty Rd,2,h,725000,S,Buckingham,14-05-2016,11.4,3084,2,2,2,336,0,1945,Banyule,-37.738098,145.072998,Eastern Metropolitan,3540
Rosanna,1/73 Lower Plenty Rd,4,h,821000,SP,Nelson,14-05-2016,11.4,3084,3,1,2,403,148,1950,Banyule,-37.743698,145.063293,Eastern Metropolitan,3540
Rosanna,3/9 Mountain View Pde,4,h,915000,SP,Nelson,14-05-2016,11.4,3084,4,3,2,0,185,2008,Banyule,-37.7449,145.059601,Eastern Metropolitan,3540
Rosanna,3/201 Rosanna Rd,3,u,600000,S,Miles,14-05-2016,11.4,3084,3,2,2,169,0,2010,Banyule,-37.741501,145.072601,Eastern Metropolitan,3540
Rosanna,27 Thomson Dr,4,h,890000,VB,Miles,14-05-2016,11.4,3084,4,3,2,583,182,1970,Banyule,-37.733002,145.069397,Eastern Metropolitan,3540
Rosanna,180 Grandview Gr,6,h,1245000,S,Nelson,16-04-2016,11.4,3084,3,3,4,911,0,1196,Banyule,-37.731201,145.063507,Eastern Metropolitan,3540
Rosanna,11/77 McCrae Rd,2,h,430000,S,hockingstuart,16-04-2016,11.4,3084,2,1,1,164,83,1980,Banyule,-37.736198,145.078995,Eastern Metropolitan,3540
Rosanna,68 Finlayson St,3,h,860000,S,Miles,16-07-2016,11.4,3084,3,1,2,583,0,1196,Banyule,-37.7346,145.071503,Eastern Metropolitan,3540
Rosanna,51 Davies St,3,h,1012000,S,Fletchers,17-09-2016,11.4,3084,3,2,1,323,142,2015,Banyule,-37.735901,145.061401,Eastern Metropolitan,3540
Rosanna,109 Ellesmere Pde,3,h,1020000,SP,Miles,17-09-2016,11.4,3084,3,1,2,927,141,1960,Banyule,-37.7342,145.065796,Eastern Metropolitan,3540
Rosanna,3/81 Lower Plenty Rd,2,u,635000,PI,Fletchers,18-03-2017,11.4,3084,2,1,1,203,0,1196,Banyule,-37.743198,145.063095,Eastern Metropolitan,3540
Rosanna,13/77 St James Rd,2,t,515000,SP,Nelson,18-03-2017,11.4,3084,2,1,1,73,0,1196,Banyule,-37.7472,145.070206,Eastern Metropolitan,3540
Rosanna,206 Waiora Rd,4,h,1610000,S,Bekdon,18-06-2016,11.4,3084,4,1,4,1613,0,1196,Banyule,-37.732399,145.060593,Eastern Metropolitan,3540
Rosanna,22 Douglas St,2,h,1200000,S,Miles,19-11-2016,11.4,3084,2,1,1,757,0,1196,Banyule,-37.742802,145.070007,Eastern Metropolitan,3540
Rosanna,54 Grove Rd,4,h,1270000,S,Fletchers,22-05-2016,11.4,3084,4,2,4,604,230,1950,Banyule,-37.7435,145.068604,Eastern Metropolitan,3540
Rosanna,9 Greensborough Rd,3,h,515000,S,Ray,24-09-2016,11.4,3084,3,2,1,606,99,1955,Banyule,-37.734699,145.078293,Eastern Metropolitan,3540
Rosanna,4/37 Grandview Gr,3,u,780000,S,Miles,25-02-2017,11.4,3084,3,1,2,239,0,1196,Banyule,-37.741699,145.061005,Eastern Metropolitan,3540
Rosanna,10 Stokes St,3,h,1000000,S,Barry,25-02-2017,11.4,3084,3,1,1,826,0,1196,Banyule,-37.735199,145.071396,Eastern Metropolitan,3540
Rosanna,1/8 Stokes St,3,h,867000,SP,Nelson,25-02-2017,11.4,3084,3,1,1,355,51,1960,Banyule,-37.735199,145.071304,Eastern Metropolitan,3540
Rosanna,14 Invermay Gr,3,h,945000,S,Miles,26-07-2016,11.4,3084,3,1,1,625,135,1960,Banyule,-37.741199,145.064194,Eastern Metropolitan,3540
Rosanna,4/32 Lower Plenty Rd,2,u,618000,S,Miles,27-11-2016,11.4,3084,2,1,1,151,96,1980,Banyule,-37.7458,145.060898,Eastern Metropolitan,3540
Rosanna,14 Milford Gr,4,h,1720000,S,Miles,27-11-2016,11.4,3084,4,4,2,1215,0,1196,Banyule,-37.738701,145.072906,Eastern Metropolitan,3540
Rosanna,2/237 Rosanna Rd,3,u,601000,S,Barry,28-05-2016,11.4,3084,3,2,1,217,142,2006,Banyule,-37.7388,145.074203,Eastern Metropolitan,3540
Rosanna,20 Finlayson St,3,h,852000,S,Nelson,28-08-2016,11.4,3084,3,1,1,776,0,1946,Banyule,-37.7393,145.068497,Eastern Metropolitan,3540
Rosanna,6/3 Prospect Rd,2,u,452000,S,Nelson,28-08-2016,11.4,3084,2,1,1,0,0,1965,Banyule,-37.7458,145.065903,Eastern Metropolitan,3540
